customer_tweet_id,customer_author_id,customer_created_at,customer_text,support_reply_tweet_id,support_reply_author_id,support_reply_created_at,support_reply_text,document_text
1341,115963,Tue Oct 31 22:18:06 +0000 2017,nothing but the most respect for @ChipotleTweets and this $3 BOOrito,1340.0,ChipotleTweets,Tue Oct 31 22:26:57 +0000 2017,"@115963 Nothing but love for you, my friend. -Becky","Customer: nothing but the most respect for @ChipotleTweets and this $3 BOOrito
Support: @115963 Nothing but love for you, my friend. -Becky"
1343,115964,Tue Oct 31 22:17:59 +0000 2017,🎃Thanks @ChipotleTweets for my $3 burrito bowl 👻 tonight! https://t.co/gHVOXof7SG,1342.0,ChipotleTweets,Tue Oct 31 22:26:57 +0000 2017,@115964 Creeeeepy. Thanks for stopping by! -Becky,"Customer: 🎃Thanks @ChipotleTweets for my $3 burrito bowl 👻 tonight! https://t.co/gHVOXof7SG
Support: @115964 Creeeeepy. Thanks for stopping by! -Becky"
1345,115965,Tue Oct 31 22:16:46 +0000 2017,"@ChipotleTweets cant order online, says ""cannot connect to chipotle supercomputer."" on the app.",1344.0,ChipotleTweets,Tue Oct 31 22:26:28 +0000 2017,"@115965 We've turned it off since it's our annual Boorito promo, but it'll be back on tomorrow. -Becky","Customer: @ChipotleTweets cant order online, says ""cannot connect to chipotle supercomputer."" on the app.
Support: @115965 We've turned it off since it's our annual Boorito promo, but it'll be back on tomorrow. -Becky"
1354,115966,Tue Oct 31 22:16:09 +0000 2017,Going to @ChipotleTweets expecting a $3 boorito w/o wearing a costume is like going trick or treating w/o a costume &amp; expecting candy. #no,1353.0,ChipotleTweets,Tue Oct 31 22:26:27 +0000 2017,@115966 So true. -Becky,"Customer: Going to @ChipotleTweets expecting a $3 boorito w/o wearing a costume is like going trick or treating w/o a costume &amp; expecting candy. #no
Support: @115966 So true. -Becky"
1356,115967,Tue Oct 31 22:16:02 +0000 2017,Halloween isn’t complete unless you get your @ChipotleTweets bowl with guacamole for $3 for wearing a costume! #buzzlightyear #halloween,1355.0,ChipotleTweets,Tue Oct 31 22:26:00 +0000 2017,@115967 So true! -Becky,"Customer: Halloween isn’t complete unless you get your @ChipotleTweets bowl with guacamole for $3 for wearing a costume! #buzzlightyear #halloween
Support: @115967 So true! -Becky"
1358,115968,Tue Oct 31 22:23:55 +0000 2017,Wore my @79588 hoodie to @ChipotleTweets w/whole family in costume &amp; it scored me my boo-rito bowl for $3 😄🎃 #ScientistForHalloween https://t.co/lqBOtbjAmL,1357.0,ChipotleTweets,Tue Oct 31 22:26:00 +0000 2017,@115968 We dig it! Thanks for stopping by. Happy Halloween!,"Customer: Wore my @79588 hoodie to @ChipotleTweets w/whole family in costume &amp; it scored me my boo-rito bowl for $3 😄🎃 #ScientistForHalloween https://t.co/lqBOtbjAmL
Support: @115968 We dig it! Thanks for stopping by. Happy Halloween!"
1360,115969,Tue Oct 31 22:43:53 +0000 2017,"@ChipotleTweets I'm not frustrated, just sad. But thanks for the compassion.",1362.0,ChipotleTweets,Tue Oct 31 22:48:00 +0000 2017,"@115969 Of course, my friend. -Becky","Customer: @ChipotleTweets I'm not frustrated, just sad. But thanks for the compassion.
Support: @115969 Of course, my friend. -Becky"
1361,115969,Tue Oct 31 22:15:04 +0000 2017,Hey @ChipotleTweets why don't you have chorizo anymore it was the best thing on the menu,1359.0,ChipotleTweets,Tue Oct 31 22:25:36 +0000 2017,"@115969 It was my favorite, too. My apologies for any frustration. -Becky","Customer: Hey @ChipotleTweets why don't you have chorizo anymore it was the best thing on the menu
Support: @115969 It was my favorite, too. My apologies for any frustration. -Becky"
1364,115970,Tue Oct 31 22:14:52 +0000 2017,Oh what a Happy Halloween it is 🙌🏼 @ChipotleTweets https://t.co/UvC4oAnUwE,1363.0,ChipotleTweets,Tue Oct 31 22:25:33 +0000 2017,@115970 Yes! I love it. And Shawn's cards are the best. -Becky,"Customer: Oh what a Happy Halloween it is 🙌🏼 @ChipotleTweets https://t.co/UvC4oAnUwE
Support: @115970 Yes! I love it. And Shawn's cards are the best. -Becky"
1367,115971,Tue Oct 31 22:14:03 +0000 2017,Boorito!!! One of my favorite Halloween traditions. ❤️👻✨🥑🌽🥗 @ChipotleTweets https://t.co/rLKJ3uvw7c,1366.0,ChipotleTweets,Tue Oct 31 22:24:26 +0000 2017,@115971 Same! What's your go-to order? -Becky,"Customer: Boorito!!! One of my favorite Halloween traditions. ❤️👻✨🥑🌽🥗 @ChipotleTweets https://t.co/rLKJ3uvw7c
Support: @115971 Same! What's your go-to order? -Becky"
1369,115972,Tue Oct 31 22:14:00 +0000 2017,i just spent $3.00 even on a boorito from @ChipotleTweets 😍,1368.0,ChipotleTweets,Tue Oct 31 22:24:26 +0000 2017,@115972 Best day of the year! -Becky,"Customer: i just spent $3.00 even on a boorito from @ChipotleTweets 😍
Support: @115972 Best day of the year! -Becky"
1371,115973,Tue Oct 31 22:13:38 +0000 2017,"My favorite holiday... $3 booritos at Chipotyay! @chipotletweets 🎃🌯👻
#chipchiphooray #chipotyay… https://t.co/MC6QVqAt1z",1370.0,ChipotleTweets,Tue Oct 31 22:24:00 +0000 2017,@115973 Thanks for stopping by! That's a great looking duo right there. -Becky,"Customer: My favorite holiday... $3 booritos at Chipotyay! @chipotletweets 🎃🌯👻
#chipchiphooray #chipotyay… https://t.co/MC6QVqAt1z
Support: @115973 Thanks for stopping by! That's a great looking duo right there. -Becky"
1373,115974,Tue Oct 31 22:12:12 +0000 2017,I guess my soccer player costume wasn't good enough for a $3 burrito @ChipotleTweets,1372.0,ChipotleTweets,Tue Oct 31 22:23:29 +0000 2017,@115974 That doesn't sound right. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,"Customer: I guess my soccer player costume wasn't good enough for a $3 burrito @ChipotleTweets
Support: @115974 That doesn't sound right. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky"
1375,115975,Tue Oct 31 22:11:47 +0000 2017,.@ChipotleTweets app doesn’t work anymore in the 6ix. Lame.,1374.0,ChipotleTweets,Tue Oct 31 22:23:26 +0000 2017,"@115975 We shut it off for our Boorito promotion, but it'll be back on tomorrow. My apologies for any frustration. -Becky","Customer: .@ChipotleTweets app doesn’t work anymore in the 6ix. Lame.
Support: @115975 We shut it off for our Boorito promotion, but it'll be back on tomorrow. My apologies for any frustration. -Becky"
1377,115976,Tue Oct 31 22:11:30 +0000 2017,@ChipotleTweets aye can i do double meat for my boorito and still only pay $3?,1376.0,ChipotleTweets,Tue Oct 31 22:22:29 +0000 2017,"@115976 If it fits comfortably inside your meal, it'll be $3. -Becky","Customer: @ChipotleTweets aye can i do double meat for my boorito and still only pay $3?
Support: @115976 If it fits comfortably inside your meal, it'll be $3. -Becky"
1379,115977,Wed Nov 01 00:41:14 +0000 2017,@ChipotleTweets Woohoo! I'm gonna be first in line. 😄,1381.0,ChipotleTweets,Wed Nov 01 01:04:00 +0000 2017,"@115977 Yeah, buddy! Send us a pic, for sure. -Becky","Customer: @ChipotleTweets Woohoo! I'm gonna be first in line. 😄
Support: @115977 Yeah, buddy! Send us a pic, for sure. -Becky"
1382,115977,Fri Nov 03 15:50:29 +0000 2017,@ChipotleTweets Hey! Did things go to plan? Just checking if your W. Broadway location in Vancouver is open today...,1383.0,ChipotleTweets,Fri Nov 03 16:12:38 +0000 2017,"@115977 From what I see, we're good to go. -Tay","Customer: @ChipotleTweets Hey! Did things go to plan? Just checking if your W. Broadway location in Vancouver is open today...
Support: @115977 From what I see, we're good to go. -Tay"
1380,115977,Tue Oct 31 22:11:00 +0000 2017,Hey @ChipotleTweets! Any word on when your 532 W. Broadway location in Vancouver will open? Can't wait any more!! #YVRfood #lunchtime,1378.0,ChipotleTweets,Tue Oct 31 22:21:53 +0000 2017,"@115977 If all goes to plan, we should be open on Friday! -Becky","Customer: Hey @ChipotleTweets! Any word on when your 532 W. Broadway location in Vancouver will open? Can't wait any more!! #YVRfood #lunchtime
Support: @115977 If all goes to plan, we should be open on Friday! -Becky"
1385,115978,Tue Oct 31 23:08:10 +0000 2017,"@ChipotleTweets No costume, Becky. No one wanted to be Shrek with me. Tis a sad, sad Tuesday☹️",1387.0,ChipotleTweets,Tue Oct 31 23:21:00 +0000 2017,"@115978 Sad, indeed. I still think you should come in! -Becky","Customer: @ChipotleTweets No costume, Becky. No one wanted to be Shrek with me. Tis a sad, sad Tuesday☹️
Support: @115978 Sad, indeed. I still think you should come in! -Becky"
1386,115978,Tue Oct 31 22:09:35 +0000 2017,I think this is the first time since its birth that I haven’t gone to @ChipotleTweets on Halloween for my annual boorito 😞,1384.0,ChipotleTweets,Tue Oct 31 22:21:25 +0000 2017,@115978 Oh noooo! Why not this year? -Becky,"Customer: I think this is the first time since its birth that I haven’t gone to @ChipotleTweets on Halloween for my annual boorito 😞
Support: @115978 Oh noooo! Why not this year? -Becky"
1391,115979,Tue Oct 31 22:09:35 +0000 2017,When you go to @ChipotleTweets dressed as a soccer player and don't get 3$ burritos,1390.0,ChipotleTweets,Tue Oct 31 22:19:52 +0000 2017,@115979 That shouldn't be happening. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,"Customer: When you go to @ChipotleTweets dressed as a soccer player and don't get 3$ burritos
Support: @115979 That shouldn't be happening. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky"
1393,115980,Tue Oct 31 22:23:54 +0000 2017,@ChipotleTweets Pray for me Becky,1395.0,ChipotleTweets,Tue Oct 31 22:33:27 +0000 2017,@115980 🙏 -Becky,"Customer: @ChipotleTweets Pray for me Becky
Support: @115980 🙏 -Becky"
1394,115980,Tue Oct 31 22:09:29 +0000 2017,It's Halloween and my total at @ChipotleTweets was $6.66.....,1392.0,ChipotleTweets,Tue Oct 31 22:19:01 +0000 2017,@115980 😳 -Becky,"Customer: It's Halloween and my total at @ChipotleTweets was $6.66.....
Support: @115980 😳 -Becky"
1398,115981,Tue Oct 31 22:09:25 +0000 2017,I think my family hates me! They made me get @ChipotleTweets on Halloween! #3dollarburrito,1397.0,ChipotleTweets,Tue Oct 31 22:18:32 +0000 2017,@115981 See I think that means your family loves you. -Becky,"Customer: I think my family hates me! They made me get @ChipotleTweets on Halloween! #3dollarburrito
Support: @115981 See I think that means your family loves you. -Becky"
1400,115982,Tue Oct 31 23:08:22 +0000 2017,@ChipotleTweets it was becky it was.,,,,,Customer: @ChipotleTweets it was becky it was.
1401,115982,Tue Oct 31 22:08:52 +0000 2017,i just walked into @ChipotleTweets wearing my mermaid man costume to get a $3 burrito &amp; I’ve never felt more alive,1399.0,ChipotleTweets,Tue Oct 31 22:18:29 +0000 2017,@115982 That sounds so epic. -Becky,"Customer: i just walked into @ChipotleTweets wearing my mermaid man costume to get a $3 burrito &amp; I’ve never felt more alive
Support: @115982 That sounds so epic. -Becky"
1403,115983,Tue Oct 31 22:07:52 +0000 2017,If you don't pull out that old costume and get a $3 burrito from @ChipotleTweets you are crazy.,1402.0,ChipotleTweets,Tue Oct 31 22:17:00 +0000 2017,@115983 Agreed. -Becky,"Customer: If you don't pull out that old costume and get a $3 burrito from @ChipotleTweets you are crazy.
Support: @115983 Agreed. -Becky"
1405,115984,Tue Oct 31 22:07:50 +0000 2017,Looking to get a @ChipotleTweets burrito for $3 🌯💀 https://t.co/6xGry0hKUC,1404.0,ChipotleTweets,Tue Oct 31 22:16:27 +0000 2017,"@115984 Nicely done! Your makeup is on point, my friend. -Becky","Customer: Looking to get a @ChipotleTweets burrito for $3 🌯💀 https://t.co/6xGry0hKUC
Support: @115984 Nicely done! Your makeup is on point, my friend. -Becky"
1408,115985,Tue Oct 31 22:07:45 +0000 2017,A burrito bowl from @ChipotleTweets for just $3...heck yes!! From now till close go in w/ your Halloween costume and get the deal. #12News https://t.co/3LgsDiLruM,1407.0,ChipotleTweets,Tue Oct 31 22:16:00 +0000 2017,"@115985 Thanks for the shout out, and thanks for stopping by! -Becky","Customer: A burrito bowl from @ChipotleTweets for just $3...heck yes!! From now till close go in w/ your Halloween costume and get the deal. #12News https://t.co/3LgsDiLruM
Support: @115985 Thanks for the shout out, and thanks for stopping by! -Becky"
1417,115986,Tue Oct 31 23:27:12 +0000 2017,"@ChipotleTweets Thanks, Becky! We were able to go back to Chipotle at 4pm and got our BOOritos.",1419.0,ChipotleTweets,Tue Oct 31 23:37:27 +0000 2017,@115986 We appreciate you coming back! -Becky,"Customer: @ChipotleTweets Thanks, Becky! We were able to go back to Chipotle at 4pm and got our BOOritos.
Support: @115986 We appreciate you coming back! -Becky"
1418,115986,Tue Oct 31 22:06:18 +0000 2017,@ChipotleTweets Just got ghosted by Chipotle :( Went in at 3pm and was told we had to wait another hour for #BOOritos! UnBOOlievable.,1416.0,ChipotleTweets,Tue Oct 31 22:15:37 +0000 2017,@115986 That's definitely unBOOlievable. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky,"Customer: @ChipotleTweets Just got ghosted by Chipotle :( Went in at 3pm and was told we had to wait another hour for #BOOritos! UnBOOlievable.
Support: @115986 That's definitely unBOOlievable. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky"
1421,115987,Tue Oct 31 22:03:40 +0000 2017,"@ChipotleTweets is extra meat, guac, and queso included in the boorito?",1420.0,ChipotleTweets,Tue Oct 31 22:14:56 +0000 2017,"@115987 As long as it fits comfortably inside your meal, it's $3. -Becky","Customer: @ChipotleTweets is extra meat, guac, and queso included in the boorito?
Support: @115987 As long as it fits comfortably inside your meal, it's $3. -Becky"
1423,115988,Tue Oct 31 22:32:51 +0000 2017,@VerizonSupport no! it just says amount due $27.04,1425.0,VerizonSupport,Tue Oct 31 22:34:25 +0000 2017,"@115988 Can you please follow and DM us. 
^ACM","Customer: @VerizonSupport no! it just says amount due $27.04
Support: @115988 Can you please follow and DM us. 
^ACM"
1426,115988,Tue Oct 31 22:33:35 +0000 2017,@VerizonSupport All outstanding dues before 20th sept has been paid off,,,,,Customer: @VerizonSupport All outstanding dues before 20th sept has been paid off
1424,115988,Tue Oct 31 22:23:37 +0000 2017,Why am I still receiving a bill for oct when I disconnected by account on sept 20th? pls advise &amp; reverse the charges. @115722,1422.0,VerizonSupport,Tue Oct 31 22:29:27 +0000 2017,"@115988 Does this bill say Final Bill?
^ACM","Customer: Why am I still receiving a bill for oct when I disconnected by account on sept 20th? pls advise &amp; reverse the charges. @115722
Support: @115988 Does this bill say Final Bill?
^ACM"
1428,115989,Tue Oct 31 22:22:28 +0000 2017,"@VerizonSupport ever since I upgraded to Ulimited Data, my LTE speeds are TERRIBLE 😡 Is there a fix?!",1427.0,VerizonSupport,Tue Oct 31 22:25:00 +0000 2017,"@115989 We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch. 
^HSB","Customer: @VerizonSupport ever since I upgraded to Ulimited Data, my LTE speeds are TERRIBLE 😡 Is there a fix?!
Support: @115989 We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch. 
^HSB"
1430,115991,Tue Oct 31 22:17:08 +0000 2017,@verizonsupport why tf does my internet keep going down this is bullshit,1429.0,VerizonSupport,Tue Oct 31 22:21:54 +0000 2017,"@115991 We can help right here. Follow and DM us.
^JAY","Customer: @verizonsupport why tf does my internet keep going down this is bullshit
Support: @115991 We can help right here. Follow and DM us.
^JAY"
1432,115992,Tue Oct 31 17:44:33 +0000 2017,@115993 @AskPayPal “If I don’t provide the required information by 15 Feb 1970” https://t.co/zTVGb15FH6,1431.0,AskPayPal,Tue Oct 31 22:28:59 +0000 2017,@115992 Hello! Thank you for reaching out to us. Send us a DM for further assistance. ^ML,"Customer: @115993 @AskPayPal “If I don’t provide the required information by 15 Feb 1970” https://t.co/zTVGb15FH6
Support: @115992 Hello! Thank you for reaching out to us. Send us a DM for further assistance. ^ML"
1434,115994,Tue Oct 31 17:42:26 +0000 2017,THANK YOU!!! @ASKPAYPAL YOU ARE A REAL MVP!!!,1433.0,AskPayPal,Tue Oct 31 22:25:49 +0000 2017,@115994 Glad we could help you out! :D ^DP,"Customer: THANK YOU!!! @ASKPAYPAL YOU ARE A REAL MVP!!!
Support: @115994 Glad we could help you out! :D ^DP"
1436,115995,Tue Oct 31 16:50:25 +0000 2017,@115996 can you please help me recovering my hard earned money i lost in a cyber crime on @115993 . PayPal case ID is PP-006-234-348-863,1435.0,AskPayPal,Tue Oct 31 22:18:19 +0000 2017,@115995 Hi there! Please send me a DM! ^RA,"Customer: @115996 can you please help me recovering my hard earned money i lost in a cyber crime on @115993 . PayPal case ID is PP-006-234-348-863
Support: @115995 Hi there! Please send me a DM! ^RA"
1438,115997,Tue Oct 31 16:53:00 +0000 2017,"@AskPayPal Hello, I'd like to add tracking info to my invoice but the ""Add tracking info"" link always lead to blank page. Please help.",1437.0,AskPayPal,Tue Oct 31 22:11:59 +0000 2017,"@115997 I've just responded to your DM, please check your inbox at your earliest convenience. Thank you for your patience! ^KT","Customer: @AskPayPal Hello, I'd like to add tracking info to my invoice but the ""Add tracking info"" link always lead to blank page. Please help.
Support: @115997 I've just responded to your DM, please check your inbox at your earliest convenience. Thank you for your patience! ^KT"
1440,115998,Tue Oct 31 16:54:36 +0000 2017,@115993 are you kidding me with this customer service! It’s terrible.,1439.0,AskPayPal,Tue Oct 31 22:10:38 +0000 2017,"@115998 Hi there, we've replied to your DM! ^RA","Customer: @115993 are you kidding me with this customer service! It’s terrible.
Support: @115998 Hi there, we've replied to your DM! ^RA"
1442,115999,Tue Oct 31 22:22:32 +0000 2017,"@AskPayPal I set up a paypal account before i was 18. Fair play, my bad. Was wondering if i could shut down the account so i can restart it now im 18?",1444.0,AskPayPal,Tue Oct 31 22:37:52 +0000 2017,"@115999 Sadly we cannot close this account until you are 18, but we can close this account once you are 18 and you can op... https://t.co/hIEXXEzY1f","Customer: @AskPayPal I set up a paypal account before i was 18. Fair play, my bad. Was wondering if i could shut down the account so i can restart it now im 18?
Support: @115999 Sadly we cannot close this account until you are 18, but we can close this account once you are 18 and you can op... https://t.co/hIEXXEzY1f"
1445,115999,Tue Oct 31 22:40:43 +0000 2017,@AskPayPal I am 18,1446.0,AskPayPal,Tue Oct 31 22:42:17 +0000 2017,@115999 Sorry for the confusion. Please DM me and I can help you. ^GA,"Customer: @AskPayPal I am 18
Support: @115999 Sorry for the confusion. Please DM me and I can help you. ^GA"
1443,115999,Tue Oct 31 16:40:07 +0000 2017,@AskPayPal i have a serious problem i need help with.,1441.0,AskPayPal,Tue Oct 31 22:09:10 +0000 2017,@115999 I am sorry to hear about this trouble you are running into. Please send me a DM and I can help you further. ^GA,"Customer: @AskPayPal i have a serious problem i need help with.
Support: @115999 I am sorry to hear about this trouble you are running into. Please send me a DM and I can help you further. ^GA"
1448,116000,Tue Oct 31 16:38:45 +0000 2017,@AskPayPal Been locked out of my account for 2 hrs. 2 different agents have “reset my account for me” &amp; still no dice as soon as they get off phone,1447.0,AskPayPal,Tue Oct 31 22:02:28 +0000 2017,@116000 I am sorry to hear about this trouble with accessing your account. Please send me a DM and I can help you further. ^GA,"Customer: @AskPayPal Been locked out of my account for 2 hrs. 2 different agents have “reset my account for me” &amp; still no dice as soon as they get off phone
Support: @116000 I am sorry to hear about this trouble with accessing your account. Please send me a DM and I can help you further. ^GA"
1449,116000,Tue Oct 31 16:37:34 +0000 2017,"Good morning, a @AskPayPal customer service rep just made me cry.",,,,,"Customer: Good morning, a @AskPayPal customer service rep just made me cry."
1451,116001,Tue Oct 31 12:02:26 +0000 2017,@AskPlayStation can you dm me I have a question,1450.0,AskPlayStation,Tue Oct 31 22:27:36 +0000 2017,@116001 Glad to help! We have sent you a DM looking forward help you?,"Customer: @AskPlayStation can you dm me I have a question
Support: @116001 Glad to help! We have sent you a DM looking forward help you?"
1453,116002,Tue Oct 31 22:32:18 +0000 2017,@AskPlayStation It’s ok I fixed it thanks,1455.0,AskPlayStation,Tue Oct 31 22:34:36 +0000 2017,"@116002 Glad to hear that, Feel free to message us again here if you need help.","Customer: @AskPlayStation It’s ok I fixed it thanks
Support: @116002 Glad to hear that, Feel free to message us again here if you need help."
1454,116002,Tue Oct 31 11:46:53 +0000 2017,@AskPlayStation but out of the games the buttons work solutions?,1452.0,AskPlayStation,Tue Oct 31 22:26:33 +0000 2017,"@116002 Hi there, Sorry to hear that, Are you getting an error message or an error code, Let us know more details please?","Customer: @AskPlayStation but out of the games the buttons work solutions?
Support: @116002 Hi there, Sorry to hear that, Are you getting an error message or an error code, Let us know more details please?"
1456,116002,Tue Oct 31 11:46:25 +0000 2017,@AskPlayStation My PS4 lets me load up games but then I can’t do anything in them eg Fortnite can’t press X to continue,,,,,Customer: @AskPlayStation My PS4 lets me load up games but then I can’t do anything in them eg Fortnite can’t press X to continue
1458,116003,Tue Oct 31 10:53:49 +0000 2017,"@AskPlayStation compre una tarjeta de 50$, la metí y no se me acreditaron los 50$, me sale que revise los términos. ¿Que hago?",1457.0,AskPlayStation,Tue Oct 31 22:24:55 +0000 2017,@116003 Lamentamos el inconveniente. Por favor siguenos en Twitter para brindarte asistencia por mensajes directos.,"Customer: @AskPlayStation compre una tarjeta de 50$, la metí y no se me acreditaron los 50$, me sale que revise los términos. ¿Que hago?
Support: @116003 Lamentamos el inconveniente. Por favor siguenos en Twitter para brindarte asistencia por mensajes directos."
1460,116004,Tue Oct 31 11:17:00 +0000 2017,Yo my PS4 has been turning on by itself recently and constantly ejecting the game disc that's in. What the heck is going on? @AskPlayStation,1459.0,AskPlayStation,Tue Oct 31 22:24:43 +0000 2017,"@116004 Very odd. Please turn off the console and disconnect all the cables from it for 3 minutes, then try again.","Customer: Yo my PS4 has been turning on by itself recently and constantly ejecting the game disc that's in. What the heck is going on? @AskPlayStation
Support: @116004 Very odd. Please turn off the console and disconnect all the cables from it for 3 minutes, then try again."
1462,116005,Tue Oct 31 22:20:03 +0000 2017,@AskPlayStation My account is telling me to reset my password but i dont know my date of birth but i know my password for the account. help,1461.0,AskPlayStation,Tue Oct 31 22:22:57 +0000 2017,@116005 Glad to help! We have sent you a Direct Message via Twitter with further instructions.,"Customer: @AskPlayStation My account is telling me to reset my password but i dont know my date of birth but i know my password for the account. help
Support: @116005 Glad to help! We have sent you a Direct Message via Twitter with further instructions."
1464,116006,Fri Nov 03 04:59:32 +0000 2017,"@AskPlayStation my psn id quochuy046, can you help me? Or can I email someone a try for help? live chat on web block me? wtf?",,,,,"Customer: @AskPlayStation my psn id quochuy046, can you help me? Or can I email someone a try for help? live chat on web block me? wtf?"
1465,116006,Fri Nov 03 04:58:56 +0000 2017,"@AskPlayStation I have followed your instructions, but not, my ps4 has set up automatic download, and find in library there is no diablo 3 nercromancer",,,,,"Customer: @AskPlayStation I have followed your instructions, but not, my ps4 has set up automatic download, and find in library there is no diablo 3 nercromancer"
1466,116006,Tue Oct 31 09:47:04 +0000 2017,"@AskPlayStation  i have bought dlc diablo 3 necromancer and hav phys disc D3 ROS but when i click necromaner pack on game , dont download https://t.co/JDdn50e0wo",1463.0,AskPlayStation,Tue Oct 31 22:22:24 +0000 2017,"@116006 Hi there, Have you tried accessing this content from your download queue: https://t.co/lyTEIVBTBn
Let us know the results.","Customer: @AskPlayStation  i have bought dlc diablo 3 necromancer and hav phys disc D3 ROS but when i click necromaner pack on game , dont download https://t.co/JDdn50e0wo
Support: @116006 Hi there, Have you tried accessing this content from your download queue: https://t.co/lyTEIVBTBn
Let us know the results."
1469,116007,Tue Oct 31 22:16:38 +0000 2017,"@AskPlayStation Less a billing issue (I updated the exp date in acct), more ps+ wasn't able to renew. How do i make sure it stays current/not lose anything?",1468.0,AskPlayStation,Tue Oct 31 22:19:46 +0000 2017,@116007 Please check your DM's for more instructions.,"Customer: @AskPlayStation Less a billing issue (I updated the exp date in acct), more ps+ wasn't able to renew. How do i make sure it stays current/not lose anything?
Support: @116007 Please check your DM's for more instructions."
1471,116007,Tue Oct 31 21:53:35 +0000 2017,"@AskPlayStation not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed. How can I correct this?",1470.0,AskPlayStation,Tue Oct 31 21:55:16 +0000 2017,"@116007 Sorry to hear that! For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n","Customer: @AskPlayStation not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed. How can I correct this?
Support: @116007 Sorry to hear that! For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n"
1473,116008,Tue Oct 31 19:11:31 +0000 2017,@AskPlayStation please help,1472.0,AskPlayStation,Tue Oct 31 22:18:40 +0000 2017,"@116008 Hi there! For assistance please follow us and send us a Direct Message, we look forward to your reply.","Customer: @AskPlayStation please help
Support: @116008 Hi there! For assistance please follow us and send us a Direct Message, we look forward to your reply."
1474,116008,Tue Oct 31 09:37:54 +0000 2017,@AskPlayStation hi I accidentally bought a psp game on the PlayStation store thinking it was for ps3. I don’t have a psp. can I return it?,,,,,Customer: @AskPlayStation hi I accidentally bought a psp game on the PlayStation store thinking it was for ps3. I don’t have a psp. can I return it?
1476,116009,Tue Oct 31 09:16:47 +0000 2017,I preordered the standard edition of cod ww2. Can I change it to deluxe edition somehow @AskPlayStation,1475.0,AskPlayStation,Tue Oct 31 22:17:15 +0000 2017,@116009 Glad to help!  Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions.,"Customer: I preordered the standard edition of cod ww2. Can I change it to deluxe edition somehow @AskPlayStation
Support: @116009 Glad to help!  Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions."
1478,116010,Tue Oct 31 22:12:49 +0000 2017,@AskPlayStation someone got to my account and changed the email,1477.0,AskPlayStation,Tue Oct 31 22:16:45 +0000 2017,@116010 Sorry to read that. Please check your DMs for assistance.,"Customer: @AskPlayStation someone got to my account and changed the email
Support: @116010 Sorry to read that. Please check your DMs for assistance."
1480,116011,Tue Oct 31 20:09:40 +0000 2017,@HPSupport [Laserjet Pro M102w will not print. Drivers install and windows finds printer but I get an error] #hpcswus #hpprnt,1479.0,HPSupport,Tue Oct 31 22:19:08 +0000 2017,"@116011 To better assist you, click on the option below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1","Customer: @HPSupport [Laserjet Pro M102w will not print. Drivers install and windows finds printer but I get an error] #hpcswus #hpprnt
Support: @116011 To better assist you, click on the option below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1"
1485,116012,Tue Oct 31 19:49:44 +0000 2017,@HPSupport Im sending my notebook in for hard drive replacement. Is it alright if I format the drive to factory defaul first? #hpcswus #hppc,1484.0,HPSupport,Tue Oct 31 22:04:26 +0000 2017,@116012 below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1,"Customer: @HPSupport Im sending my notebook in for hard drive replacement. Is it alright if I format the drive to factory defaul first? #hpcswus #hppc
Support: @116012 below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1"
1488,116013,Tue Oct 31 19:43:35 +0000 2017,@HPSupport I would like to speak to a technician #hpsa #hpprnt,1487.0,HPSupport,Tue Oct 31 22:00:59 +0000 2017,@116013 Fill the web form using this link to reach them- https://t.co/0jQc5ucYzc Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1,"Customer: @HPSupport I would like to speak to a technician #hpsa #hpprnt
Support: @116013 Fill the web form using this link to reach them- https://t.co/0jQc5ucYzc Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1"
1491,116014,Tue Oct 31 22:56:40 +0000 2017,"@ChaseSupport Sounds good, thanks!",,,,,"Customer: @ChaseSupport Sounds good, thanks!"
